iso2,iso3,country,var,var_long,var_axis,var_question,year,obs_value,year_date
GR,GRC,Greece,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2015,0.608632730722524,2015-01-01
GR,GRC,Greece,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2016,4.14957992981522,2016-01-01
GR,GRC,Greece,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2016,1.30057253258858,2016-01-01
GR,GRC,Greece,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2017,20.9592485581265,2017-01-01
GR,GRC,Greece,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2016,51.4907,2016-01-01
GR,GRC,Greece,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2015,19.120734502297,2015-01-01
GR,GRC,Greece,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2016,5.19,2016-01-01
GR,GRC,Greece,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2017,19.48,2017-01-01
ES,ESP,Spain,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2015,1,2015-01-01
ES,ESP,Spain,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2017,916.158890886635,2017-01-01
ES,ESP,Spain,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2015,9.10739706531389,2015-01-01
ES,ESP,Spain,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2016,15.4832098942978,2016-01-01
ES,ESP,Spain,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2016,0.54,2016-01-01
ES,ESP,Spain,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2017,0.107587498031374,2017-01-01
ES,ESP,Spain,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2016,0.63,2016-01-01
ES,ESP,Spain,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2016,18.34,2016-01-01
ES,ESP,Spain,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2017,117.770043580723,2017-01-01
ES,ESP,Spain,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2015,1.73825516939569,2015-01-01
ES,ESP,Spain,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2016,8.11393830820662,2016-01-01
ES,ESP,Spain,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2016,3.1381065417701,2016-01-01
ES,ESP,Spain,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2017,46.009519633064,2017-01-01
ES,ESP,Spain,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2016,33.0039,2016-01-01
ES,ESP,Spain,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2015,18.4221185157161,2015-01-01
ES,ESP,Spain,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2015,2.8452,2015-01-01
ES,ESP,Spain,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2016,8.16,2016-01-01
ES,ESP,Spain,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2017,34.94,2017-01-01
FI,FIN,Finland,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2015,1.3,2015-01-01
FI,FIN,Finland,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2017,2153.25467624226,2017-01-01
FI,FIN,Finland,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2015,11.3725885552594,2015-01-01
FI,FIN,Finland,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2016,21.1450811696625,2016-01-01
FI,FIN,Finland,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2016,0.91,2016-01-01
FI,FIN,Finland,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2017,0.134614641893253,2017-01-01
FI,FIN,Finland,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2015,0.070100002,2015-01-01
FI,FIN,Finland,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2016,1.81,2016-01-01
FI,FIN,Finland,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2016,56.92,2016-01-01
FI,FIN,Finland,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2017,368.688079164181,2017-01-01
FI,FIN,Finland,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2015,8.8472347436254,2015-01-01
FI,FIN,Finland,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2016,9.06534880548783,2016-01-01
